,school,age,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,health,absences,G1,G2,G3,non_study_time,grade,GPA,Alcohol_Consumption,Parental_Education,age_standardized,studytime_standardized,GPA_standardized,absences_standardized,sex_M
377,MS,18,R,LE3,T,teacher,services,course,mother,1,2,0,0,0,1,1,1,1,1,0,5,2,4,8,9,10,4,D,5,4,4,1.0217506382926023,-0.042232285573419244,-0.6265596105104847,-0.21352496912493457,0
378,MS,18,U,GT3,T,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,0,15,15,15,2,B,7,2,3,1.0217506382926023,-0.042232285573419244,0.8554227017747934,-0.7133315635210776,0
379,MS,17,R,GT3,T,at_home,other,reputation,mother,1,2,0,0,1,1,1,0,1,1,0,4,1,17,10,10,10,4,C,6,2,2,0.23807781863128694,-0.042232285573419244,0.11443154563215434,1.4108464626625303,0
380,MS,18,U,GT3,T,teacher,teacher,home,father,1,2,0,0,0,1,1,0,1,1,0,3,2,4,15,14,14,3,B,7,2,4,1.0217506382926023,-0.042232285573419244,0.8554227017747934,-0.21352496912493457,1
381,MS,18,R,GT3,T,other,other,other,mother,2,1,0,0,0,0,1,0,1,1,1,4,5,5,7,6,7,4,D,5,2,2,1.0217506382926023,-1.23378605710917,-0.6265596105104847,-0.0885733205258988,1
382,MS,17,U,GT3,T,other,services,home,father,2,2,0,0,0,0,1,1,1,1,0,4,3,2,11,11,10,4,C,6,1,2,0.23807781863128694,-0.042232285573419244,0.11443154563215434,-0.4634282663230061,1
383,MS,19,R,GT3,T,other,services,other,mother,2,1,1,0,0,0,0,1,1,0,0,4,5,0,6,5,0,2,E,4,2,1,1.8054234579539177,-1.23378605710917,-1.3675507666531237,-0.7133315635210776,1
384,MS,18,R,GT3,T,other,other,home,father,2,1,1,0,0,1,0,1,1,0,0,5,3,14,6,5,5,4,E,4,4,3,1.0217506382926023,-1.23378605710917,-1.3675507666531237,1.035991516865423,1
385,MS,18,R,GT3,T,at_home,other,other,mother,2,3,0,0,0,1,0,1,1,0,0,5,4,2,10,9,10,3,C,6,2,2,1.0217506382926023,1.1493214859623315,0.11443154563215434,-0.4634282663230061,0
386,MS,18,R,GT3,T,teacher,at_home,reputation,mother,3,1,0,0,1,1,1,1,1,1,1,4,5,7,6,5,6,4,E,4,2,4,1.0217506382926023,-1.23378605710917,-1.3675507666531237,0.16132997667217272,0
387,MS,19,R,GT3,T,services,other,course,mother,1,3,1,0,0,0,1,0,1,1,0,5,5,0,7,5,0,3,E,4,2,2,1.8054234579539177,1.1493214859623315,-1.3675507666531237,-0.7133315635210776,0
388,MS,18,U,LE3,T,teacher,services,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,1,0,7,9,8,4,D,5,1,2,1.0217506382926023,-0.042232285573419244,-0.6265596105104847,-0.7133315635210776,0
389,MS,18,U,GT3,T,other,other,course,mother,2,2,1,0,0,0,1,1,1,0,0,1,5,0,6,5,0,1,E,4,1,1,1.0217506382926023,-0.042232285573419244,-1.3675507666531237,-0.7133315635210776,0
390,MS,20,U,LE3,A,services,services,course,other,1,2,2,0,1,1,0,1,1,0,0,5,4,11,9,9,9,4,D,5,4,2,2.589096277615233,-0.042232285573419244,-0.6265596105104847,0.6611365710683158,1
391,MS,17,U,LE3,T,services,services,course,mother,2,1,0,0,0,0,0,0,1,1,0,2,2,3,14,16,16,4,B,7,4,2,0.23807781863128694,-1.23378605710917,0.8554227017747934,-0.3384766177239703,1
392,MS,21,R,GT3,T,other,other,course,other,1,1,3,0,0,0,0,0,1,0,0,5,3,3,10,8,7,4,D,5,3,1,3.372769097276548,-1.23378605710917,-0.6265596105104847,-0.3384766177239703,1
393,MS,18,R,LE3,T,services,other,course,mother,3,1,0,0,0,0,0,0,1,1,0,4,5,0,11,12,10,2,C,6,4,2,1.0217506382926023,-1.23378605710917,0.11443154563215434,-0.7133315635210776,1
394,MS,19,U,LE3,T,other,at_home,course,father,1,1,0,0,0,0,0,1,1,1,0,3,5,5,8,9,9,2,D,5,3,1,1.8054234579539177,-1.23378605710917,-0.6265596105104847,-0.0885733205258988,1
